Yr,Mo,Dy,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,MAL
1974,3,2,10.04,8.75,6.58,1.71,7.38,1.46,7.83,3.5,3.96,3.33,5.83,10.13
1974,3,3,13.46,8.79,14.21,5.91,6.5,4.17,9.83,4.79,6.42,9.13,6.96,15.67
1974,3,4,10.29,3.17,12.21,5.58,5.29,1.63,9.33,5.04,7.04,5.66,2.37,16.21
1974,3,5,10.17,9.75,6.63,2.79,7.21,3.79,3.83,6.83,5.04,4.21,7.79,10.34
1974,3,6,18.96,19.83,18.63,8.5,13,11.34,12.54,9.54,12.79,11.58,12.92,17.54
1974,3,7,15.75,19.79,13.08,9.75,15.87,11.63,9.17,15.34,14.09,13.62,20.33,21.79
1974,3,8,14.96,21.17,13.75,6.42,16.25,9.83,9.13,13.62,11.21,9.87,15.75,19
1974,3,9,10.41,10.13,16.54,4.96,8.63,5.71,11.46,9.83,8.83,6.75,10.58,19.21
1974,3,10,11.58,6.87,22.5,7.17,7.92,5.88,12.79,8.38,9.04,8.83,8.04,23.04
1974,3,11,9.17,6.58,14.79,5.25,7.87,6.38,11.38,11.58,7.79,8.08,10.79,24.87
1974,3,12,10.46,8.92,9.75,3.54,5.41,3,5.25,9.17,5.63,6.83,9.33,20.3
1974,3,13,5.25,2.29,6.08,2.5,4.33,0.33,4.04,1.75,2.96,3.25,2.54,7.12
1974,3,14,10.79,12.21,10.67,5.83,10.79,7.29,7.38,10.13,8.29,8.87,11.38,16.33
1974,3,15,15.34,16.88,13.83,10.58,16.71,10.75,14.04,13.96,12.46,9.5,16.62,13.25
1974,3,16,16.08,17.08,15,11.54,17.96,12.62,18.96,17.79,14.96,14.75,22.67,19.67
1974,3,17,19.41,17.33,17.21,10.25,16.17,9.83,15.75,16,14.29,13.46,21.87,23.96
1974,3,18,17.16,17.29,14.71,6.87,12.96,8.58,11.29,13.79,12.04,11.63,19.75,21.25
1974,3,19,15.79,16.17,16.71,7.71,10.92,7.5,8.12,10.46,9.21,8.54,14.25,14.58
1974,3,20,11.29,9.92,5.63,5.17,8.21,3.54,4.92,6.54,5.25,4.88,6.25,8.71
1974,3,21,12.12,15,9.96,6.71,11.08,7.25,4.38,11.58,9.54,8.42,17.12,16.71
1974,3,22,12.87,13.08,8.96,6.5,12.21,8.96,6.71,12.5,10.96,8.79,15,17.75
1974,3,23,14.12,6.25,14.67,4.96,8.75,9.79,13.7,11.67,14.92,10.34,9.54,18
1974,3,24,10.21,5.41,14.04,5.96,8.38,7.92,15,12.75,11.5,8.87,10.96,18.21
1974,3,25,7.04,5.46,9.5,2.5,5.66,1.71,4.83,7.58,6.04,4.12,6.34,12.92
1974,3,26,2.79,2.08,11.25,4.17,2.75,0.25,2.88,1.71,3,1.87,2.5,7.46
1974,3,27,3.96,2.67,13.67,4.21,4.54,0.25,2.42,0.96,1.17,2.17,5.21,2.04
1974,3,28,4.83,2.04,16.83,5.17,5.41,1.5,4.33,1.33,5,4.5,6.83,6.87
1974,3,29,3.37,5.75,6.54,1.87,3.5,1.29,2.33,4.79,2.37,4.71,9.62,6.83
1974,3,30,4.33,12.87,3.5,1.63,10.37,2.83,2.21,8.38,4,4.54,13.42,8.46
1974,3,31,11.17,17.46,5.13,5.25,15.09,9.21,6.25,11.25,10.54,8.25,17.21,15.83
1974,4,1,15.83,14.79,12.12,7.29,14.37,8.04,8.38,12.71,9,8.25,11.08,20.71
1974,4,2,18.21,11.38,15.09,10.13,15.29,9.13,9.17,11.83,10.04,7.17,10.29,14.83
1974,4,3,11.29,8,18.79,5.17,9.25,5.37,5.29,5.37,5.75,3.83,6.04,7.92
1974,4,4,8.42,11.29,9.67,4.5,5.58,6.34,4.75,10,8.42,6.42,6.71,9.04
1974,4,5,12.04,5.09,10.08,4.67,8.54,7.83,4.25,11.58,7.71,7,10.34,11.17
1974,4,6,13.13,2.71,13.25,4.12,8.29,5.13,6.87,9.96,8,7,8.63,13.75
1974,4,7,15.09,5.54,15.04,4.33,6.83,5.5,5.17,9.38,8,7.08,8,9.92
1974,4,8,13.59,4.33,15.75,4.12,6.75,7.08,5.09,7.83,8.5,6.34,8.08,7.62
1974,4,9,11.12,4.08,11.71,2.58,4.46,3.67,3.92,7.25,7.12,5.04,7.62,9.04
1974,4,10,5.13,7.54,7.21,2.54,9.54,2,3.37,10.08,4.04,4.38,9.79,7.21
1974,4,11,7.41,14.17,10.75,4.04,10.54,4.79,8.63,12.46,8.67,8.96,16.5,19.7
1974,4,12,9.79,7.75,10.46,4.96,11.42,8.12,11.92,15.41,12.29,8.54,13.08,22.63
1974,4,13,11.34,9.96,20.83,5.09,10.79,4.25,8,6.42,7.04,5.83,7.96,9.08
1974,4,14,9.38,5.5,18.46,4.21,8.29,5,6.75,7.58,7.17,3.5,8.17,4.33
1974,4,15,6.75,4,7.38,1.87,4.71,0.58,1.83,5.09,3.79,2.08,5.66,4.17
1974,4,16,4.92,8.46,6.58,2.17,4.79,1.17,2.96,5.75,4.29,2.5,5.66,4.54
1974,4,17,4.38,4.17,10.75,2.04,4.46,1.38,2.75,3.71,3.37,2.21,3.96,5.66
1974,4,18,7.21,4,15.41,3.71,5.21,3.29,2.25,3,3.21,1.67,6.63,5.33
1974,4,19,10.75,8.58,6.96,2.62,8.83,2.75,2.96,5.91,4.12,3.08,7.41,10.58
1974,4,20,7,7.62,4.79,0.92,7.21,1,1.33,2.92,2.62,2.25,5.79,10.21
1974,4,21,3.67,1.63,4.08,1.67,3.92,0.63,3.29,3.75,1.42,1.38,3.21,4.96
1974,4,22,3.63,4.96,7.62,4.5,6.5,2.79,2.21,5.75,4.12,4.46,3.88,8.46
1974,4,23,5.04,5.29,11.79,3.08,3.83,2.17,3.33,5.88,3.5,4.25,8,5.21
1974,4,24,5.41,2.5,11,1.67,3.58,0.63,3.29,3.96,2.58,1.79,8.25,5.46
1974,4,25,4.75,4.08,14.54,3.67,5.37,1.79,4.79,5.25,2.58,3.21,3.75,8.38
1974,4,26,8.12,4.88,14.25,4.54,5.71,3.67,7.62,6.29,5.75,5.75,3.88,11.58
1974,4,27,10.67,4.92,17.96,4.63,7.33,5.29,9.5,7.41,6.46,6.25,9.83,9.71
1974,4,28,11.87,6.04,20.46,7.41,7.96,4.29,11.75,9,7.41,7.46,9.25,15.12
1974,4,29,10.08,7.41,8.12,3.37,5.17,1.08,4.33,5.25,4.5,5.21,6.71,7.12
1974,4,30,18.41,16.92,12.08,6.21,15.25,6.63,7.41,11.5,10.29,7.83,15.34,13.5
1974,5,1,17.21,11.17,12.21,10.21,14.29,8.75,13.7,12.17,10.75,13.13,12.12,17.08
1974,5,2,17.04,14.09,10.83,4.71,9.75,4.29,8.71,5.66,4.67,5,6.5,12.04
1974,5,3,12.42,12.17,16.25,7.67,12.12,9.04,14.54,13,10.71,10.96,12.12,18.75
1974,5,4,8.87,3.37,17.58,5.41,7.46,7.41,12.92,10.88,8.63,9.33,11.87,13.21
1974,5,5,5.83,6.25,15.96,5.71,5.71,4.38,10.29,5.63,5.54,6.83,6.04,9.54
1974,5,6,4.83,3.96,7.67,2.96,3.33,1.17,5.91,2.71,3.79,4.88,4.71,11.58
1974,5,7,8.58,12.17,6.58,4,8.21,5.04,6.58,8.46,5.58,6.38,15.96,11.71
1974,5,8,21.75,15,18.63,10.13,15.29,9.96,13,14.17,13.75,15.67,16.17,22.42
1974,5,9,18.25,14.79,18.66,10,12.12,10.21,18.58,13.46,14,15.12,12.08,21.79
1974,5,10,14.21,9,17.25,7.92,9.29,6.38,13.54,10.46,11.12,13.37,10.75,22.71
1974,5,11,15.41,11.54,12.67,3.71,7.46,3.92,5.58,8.87,4.63,5,12.38,10.92
1974,5,12,24.13,17.79,19.55,13,18.21,13.5,17.5,17.04,15.54,15.25,16.38,21.92
1974,5,13,21.71,17.92,17.16,10.17,16.46,10.63,12.92,16.21,13.17,15.79,18.5,21.5
1974,5,14,14.21,18.5,11.17,7.04,14.04,8.33,9.13,12.42,10.08,10.41,17.83,14.09
1974,5,15,17.62,22.95,12.75,10.13,20.83,12.75,10.79,17.33,15.54,12.46,20.58,23.79
1974,5,16,10.04,10.96,10.04,4.83,7.83,4.12,7.54,7.17,8,9.54,9.59,16.33
1974,5,17,15.54,16.42,13.29,8.38,13.96,8.21,8.92,13,11.08,11.67,18.71,17.5
1974,5,18,9.87,7.25,8.33,2.79,6.34,3.04,2.67,7,5.09,3.58,10.96,7.25
1974,5,19,9.96,15.5,8.71,5.33,9.79,4.92,5.91,10.08,5.91,6.04,18.75,8.33
1974,5,20,14.09,11.92,12.75,5.83,12.17,6.87,9.96,14.5,10.79,11.87,19.79,19.08
1974,5,21,13.29,11.92,9.75,4.75,9.46,5.46,8.58,11.5,8.71,7.71,16.38,16.42
1974,5,22,18.08,15.67,10.37,9.5,17.75,10.83,14.62,16.38,12.83,12.12,19,21.04
1974,5,23,27.08,18.63,15.79,13.46,18.08,12.83,14.92,18.21,13.5,15.71,19.87,22.92
1974,5,24,14.75,15.83,26.2,10.17,11.75,7.54,11.38,13.7,8.83,10.46,19.5,20.08
1974,5,25,6.21,6.96,10.37,3.54,7.71,2.29,1.58,8.63,5.04,6.96,10.17,12.33
1974,5,26,6.67,6.54,3.21,3.42,6.08,1.92,2.37,5.37,4.25,5.09,6.54,12.87
1974,5,27,8.75,6.21,6.08,4.25,8.25,3.17,6.17,8.54,5.63,7.58,10.34,16.17
1974,5,28,15.25,10.67,9.46,7.08,14.04,6.92,12.58,11.25,10.58,12.87,13.59,17.88
1974,5,29,6.13,3.04,7.25,2.21,4.33,0.87,6.46,2.83,2.88,3.29,4.54,9.71
1974,5,30,8.33,8.71,6.67,4.12,7.87,3.63,6.71,8.63,7.83,7.58,7.71,13.96
1974,5,31,8.71,7.96,9.83,3.92,7.12,2.54,6.04,9.87,5.29,6.71,13.46,11.29
1974,6,1,16.54,15.92,15.46,9.87,13.67,9.13,9.33,13.75,12.08,12.17,22.34,19.7
1974,6,2,13,9.54,11.83,6.54,13.88,7.38,12.04,12.46,11.38,10.71,18.54,22
1974,6,3,8.54,6.5,6.42,4.5,9.83,4.75,9.21,10.29,7.21,8.83,13.88,20.17
1974,6,4,6.46,8.46,6.34,4.12,8.04,2.92,5.63,8.54,6.08,5.33,14.79,12.83
1974,6,5,17.04,14.62,11.46,7.58,15.12,9.04,11.75,13.75,10.79,8.96,18.46,18.88
1974,6,6,17.5,17.46,13.42,10.17,19.58,12.25,17.5,17.29,13.62,13.29,18.96,23.54
1974,6,7,8.12,5.29,10.41,4.38,8.04,4.83,10.21,9.79,8.17,7.71,11.54,17
1974,6,8,14.96,10,8.17,5.88,13.7,5.66,7.21,9.38,7.41,9.71,12,12.33
1974,6,9,18.96,11.63,10.63,8,16,8.63,10.34,11.46,10.21,12.46,12.87,19.5
1974,6,10,14.92,9.79,10.63,8.38,13.96,8.12,11.38,11.58,9.92,10.37,13,18.05
1974,6,11,15,5.37,9.29,7,11.87,7.96,14.12,12.5,9.62,11.63,12.71,19.67
1974,6,12,4.79,2.88,4.46,1.67,4.25,0.87,3.42,2.88,2.83,1.29,7.41,10.17
1974,6,13,6.5,7.04,7.25,4.88,6.87,4.96,5.33,7.41,7.17,6.25,9.38,13.83
1974,6,14,4.46,4.5,4.79,3.25,5.91,2.58,4.25,7.62,2.58,3.92,9.83,8.54
1974,6,15,8.08,8.04,13.04,4.33,6.58,2.67,3.29,5.88,4.21,4,5.83,9.38
1974,6,16,8.5,5.54,6.25,2.13,4.96,2.37,2.37,5.54,3.46,3.04,10.54,4.54
1974,6,17,14.67,10.21,8.21,5.21,12.12,5.37,6.17,9.21,6.13,6.87,10.25,8.87
1974,6,18,12,9.92,11.04,4.42,9.92,5.29,7.46,7.92,7.75,7.21,12.92,10.04
1974,6,19,10.92,12.62,11.75,4.17,7.71,5.04,5.75,11.17,6.79,5.33,15.63,9.62
1974,6,20,12.29,12.96,7.87,5.66,11.46,7.87,7.38,10.67,8.54,7.46,13,11.83
1974,6,21,17.12,20.17,7.08,5.63,11.08,7.17,6.08,12,9.21,6.92,11.21,13.83
1974,6,22,20.12,19.41,14.04,7.08,13.75,9.79,11.54,16.25,11.54,9.42,13.59,17.29
1974,6,23,10.17,2.29,10.08,4.5,7.5,8,8.5,11.58,9.67,7.67,10.37,13.08
1974,6,24,7.62,4.25,13.67,3.21,6,4.46,6.87,6.75,6.83,5.17,7.92,8.63
1974,6,25,12.46,6.5,18,3.63,6.38,8.42,8.42,8.38,9,5.66,11.38,8.54
1974,6,26,6.58,1.79,18.5,4.58,8.38,7.25,11.38,10.25,10.21,7.46,9.79,12
1974,6,27,8.38,3.88,19,4.96,8.08,5.63,10.29,9.25,8.04,7.12,9.71,7.87
1974,6,28,4.17,3.17,6.38,2.79,3.37,1.38,4.17,3.63,4.29,5.63,5.37,6.79
1974,6,29,6,4.42,7,2.62,6,3.5,3.17,5.75,3.75,4.21,7.5,6.71
1974,6,30,12.79,8.71,10.63,4.46,7.46,4.88,5.25,9.59,4.63,5.91,11.34,11.46
1974,7,1,13.29,6.92,10.37,7.17,10.13,8.29,12.96,11.08,9.79,12.12,11.79,20.5
1974,7,2,17.58,12.83,13.17,5.09,9.46,6.13,7.58,8.79,7.41,6.17,8.58,7.87
1974,7,3,15.09,13.21,13.62,6.42,13.62,8.21,11.12,9.75,9.25,8.04,11.92,14.58
1974,7,4,14.5,11.08,12.83,6.13,11.34,6.46,8.21,8.67,8,2.79,11.04,8.54
1974,7,5,12.87,9.04,10.96,7.92,13.59,8.79,12.42,12.08,10.37,9.83,13.92,18.21
1974,7,6,6.17,6.08,8.46,2.04,6.25,2.46,7.41,4.58,5.17,5.83,7.5,12.5
1974,7,7,7.62,11.54,9.5,4.29,8.29,5.88,7,10.63,6.96,7.12,18.16,9.38
1974,7,8,13.88,13.42,12.87,7.58,13.59,8.67,7.96,12.92,10.34,10.58,18.08,15.75
1974,7,9,11.87,10.04,10.37,5.41,12.58,6.71,10.41,9.54,8.87,8.38,16.46,16.46
1974,7,10,16.71,13.75,12.92,7.08,14.88,9.04,11.54,14.37,12,12.04,18.25,19.25
1974,7,11,11.25,9.67,10.37,7,13.29,7.87,10.67,12,9.96,10.46,16.08,18.29
1974,7,12,9.13,7,8.33,4.88,9.83,6.08,8.5,8.54,5.96,8.67,10.83,15.63
1974,7,13,13.79,8.63,6.79,4.42,8.92,5.63,5.91,8.29,4.71,7.71,11.58,14.62
1974,7,14,15.25,12.08,10.83,5.29,10.08,6.13,7.62,9.54,7.71,6.75,14.29,10.88
1974,7,15,18.58,15.34,15.63,8.54,16.25,9.75,12.5,12.75,10.37,9.5,17.08,14
1974,7,16,21,14.71,14.62,10.37,14.37,10.58,11.17,14.58,10.54,13.13,20.5,25.37
1974,7,17,14.5,6.25,9.59,6.25,8.75,4.88,7.12,6.34,6.25,7.08,9.62,13.5
1974,7,18,5.83,4.54,7.29,1.42,5.04,3.04,7.5,4.38,3.83,3.92,10.37,14.58
1974,7,19,6.96,4.29,7.41,5.17,11.75,7.04,13.17,9.21,9.17,8.63,14.96,19.75
1974,7,20,11.79,6.75,7.25,6.21,10.46,6.83,11.71,10.88,8.33,9.21,12.79,19.62
1974,7,21,7.25,9.04,9.29,5.29,12.87,8.25,16.29,12.12,11.87,11.25,17.92,23.21
1974,7,22,15.54,10.41,14.33,9.13,14.88,10.41,17.29,12.12,12.17,11.38,18.46,23.58
1974,7,23,9.29,9.08,9.17,5.29,8.83,5.58,10.08,7.87,8,5.63,12.17,17.58
1974,7,24,16.46,10.58,8.92,6.42,11.79,5.91,8.58,8.21,7.17,7.67,10.54,14.46
1974,7,25,9.92,8.92,9.67,4.33,9.46,6.17,7.87,9.33,6.75,5.79,11.92,13.83
1974,7,26,9.46,9.33,9.04,3.88,8.46,5.37,6.79,10.79,7.12,6.46,14.58,12.92
1974,7,27,11,10.46,12.92,5.71,13.25,7.46,10.63,8.83,9.71,8,12.17,15
1974,7,28,12.83,9.46,10.29,6.42,12.08,7.62,11.29,9.04,10.34,7.87,12.08,15.59
1974,7,29,12.58,12.62,14,6.34,13.21,7.08,8.5,4.04,7.21,4,7.29,15
1974,7,30,12.87,13.46,13.42,5.21,12.17,6.5,6,5.13,8,2.04,7.38,3.75
1974,7,31,13.54,7.38,13.04,4.58,8.42,2.88,3.13,3.71,4.12,2.33,5.83,8.33
1974,8,1,6.29,6.04,7.25,3,7.33,4.63,5.96,8.46,7.21,5.21,11.46,16.96
1974,8,2,5.17,5.83,7.17,3.04,7.08,4.5,6.83,8.46,6.29,6.46,10.37,14.54
1974,8,3,3.75,4.58,11,1.92,3.13,0.63,2.5,3.42,1.63,3.33,9.08,13.59
1974,8,4,5.54,4.96,14.83,3.37,4.17,1.79,3.79,1.79,3.67,1.75,4.29,6.92
1974,8,5,10.41,15.83,9.67,6.21,11.46,8.04,4.17,10.41,9,7.75,13.83,12.67
1974,8,6,13.25,16.38,11.5,8.38,13.42,8.92,5.29,12,11.42,11.12,14.37,17.92
1974,8,7,10.67,11.96,11.87,6.67,10.63,8.29,7.12,10.58,11.38,7.12,12.12,18.21
1974,8,8,9.5,8.58,9.13,3.54,6.92,3.88,5.71,6.46,5.66,5.66,10.29,14.04
1974,8,9,14.09,11.63,10.92,4.42,10.04,4.96,7.62,7.96,7.87,5.91,10.58,10.37
1974,8,10,16.92,12.46,11.46,6.79,12.12,7.25,11.38,10.54,9.38,9.17,13.04,16.46
1974,8,11,7.38,9.46,9.75,3.88,7.75,5.66,7,8.29,7.92,7.79,12.42,16.83
1974,8,12,9.96,9.96,11.25,5.29,11.54,6.34,10.63,9.62,10.92,9.42,15.75,19.29
1974,8,13,7.41,4.71,8.79,1.75,4.46,1.96,4.79,3.83,4.21,3.37,7.21,8.5
1974,8,14,18.71,17.21,17,7.29,13.37,10.13,10.25,14.37,12.5,11.21,15.71,18.41
1974,8,15,19.55,16.46,16.79,9.87,13.59,11.29,14.25,19.41,13.42,12.54,23.25,22.34
1974,8,16,7.71,7.87,11.58,4.46,9.59,7.04,10.96,10.04,7.75,9.13,10.75,17.08
1974,8,17,5.09,5.33,7.67,2.25,6.13,2.13,5.88,3.25,4.46,3.67,5.29,10.96
1974,8,18,7.41,4.08,8.96,3.96,5.13,2.04,5.46,6,4.38,5.29,6.42,9.59
1974,8,19,5.71,7.41,6.08,2.5,4.83,3.54,4.54,8.25,4.12,4.25,15.75,11.17
1974,8,20,10.34,13.79,10.79,5.37,10.04,7.83,8.87,12.5,10.67,10.37,19.41,19.33
1974,8,21,8.29,7,10.21,3.71,8.38,5.66,7.83,6.13,7.33,5.96,9.25,13.5
1974,8,22,7.96,11.58,7.04,3.17,6.87,3.79,4.92,6.13,5.96,4.83,10.88,8.87
1974,8,23,13.79,12.46,14.09,6.71,10.37,8.21,9.59,11.75,11.21,11.67,16.88,16.42
1974,8,24,15.16,16.21,13.88,6.13,9.79,8.46,10.04,14.54,10.79,11.29,20.25,19.92
1974,8,25,14.54,12.92,12.58,5.29,13.7,8.08,10.54,11.08,11.96,9.71,16.96,19.83
1974,8,26,15.67,11.71,8.42,4.83,9.92,5.5,6.67,6.34,5.79,6,11.17,12.33
1974,8,27,12,12.17,8.63,3.92,9.75,6.17,8.5,9.62,7.46,7.21,16.96,12.96
1974,8,28,17.67,14.04,15.04,7.75,12.12,8.87,7.71,13.59,11.12,11.92,19.41,20.33
1974,8,29,7.46,6.71,9.67,2.04,4.58,2.54,7.46,4.38,5.63,4.38,7.83,9.62
1974,8,30,8.67,7.21,13.37,4.04,5.96,4.71,7.46,6.08,7.21,6.04,7.96,10.67
1974,8,31,5.37,7.54,5.79,2.25,4.75,3.54,3.33,5.63,5.83,4.21,4.04,12.08
1974,9,1,13.5,11.75,7.38,3,8.17,3.88,4.42,6.42,4.92,3.63,11.79,10.67
1974,9,2,22.75,17.88,19.95,11.04,14.58,10.54,12.92,9.83,11.12,9,6.83,15.37
1974,9,3,16.04,15.34,12.5,6.83,12.96,6.58,10.54,6.71,8.42,8.33,6.13,14.67
1974,9,4,16.21,15.37,14.58,7.17,16.17,9.59,12.79,9.38,12.25,6.63,12.46,15.5
1974,9,5,16.5,11.92,13.37,4.96,11.87,6.42,8.04,8.38,8.63,6.83,8.58,11.12
1974,9,6,20.17,16.33,14.71,7.54,13.04,7.92,8.29,8.96,8.96,5.88,10.29,10.5
1974,9,7,29.54,20.54,23.21,13.7,21.71,13.83,16.21,12.62,14.54,11.29,15.04,26.42
1974,9,8,16.58,11.38,15.71,5.63,13.54,8.33,10.88,8.79,10.67,7.87,10.71,16.83
1974,9,9,10.21,9.08,8.92,3.42,7.83,5.04,6.92,5.91,7.29,4.38,9.29,11.87
1974,9,10,11.08,13.67,12.67,5,9.59,7.96,8,9.71,9.59,8.42,16.83,19.25
1974,9,11,16.71,13,12.67,5.54,12.46,9.33,9.13,10.34,9.17,6.71,9.17,11.71
1974,9,12,13.13,9.42,14.83,7.08,9.13,7.54,9.42,9.92,10.54,9.21,9.5,19.46
1974,9,13,10,9.75,9.13,5.75,10.83,7.54,10.37,9.75,9.25,7.92,13.5,18.05
1974,9,14,14.5,14.29,12.38,6.34,10.92,7.33,5.46,9,8.04,7.04,10.79,14.83
1974,9,15,10.92,7,6.67,3.58,6.13,3,2.79,5.37,3.04,4.38,7.08,10.25
1974,9,16,8.83,9.29,8.71,3.54,5.58,4.63,6.13,9.08,5.75,5.79,11,13.96
1974,9,17,12.87,10.63,11.34,5.46,7.87,4.5,7.67,6.38,6.13,6.96,10.46,19.33
1974,9,18,5.21,3.96,6.21,1.5,3.08,1.67,4.58,5.09,2.62,4.75,9.54,14.67
1974,9,19,10,8.25,7.75,4.79,10.58,6.21,9.5,10.96,9.67,8.58,14.71,23.16
1974,9,20,12.79,10.29,12.96,5.41,10.75,7.04,9.67,12,9.87,9.38,18.54,19.83
1974,9,21,14.71,18.88,11.12,7.71,14.75,7.67,13.37,13.04,11.42,10.88,23.04,27.12
1974,9,22,17.92,17.71,13.08,7.83,15.29,8.87,12.21,12.42,11.5,9.92,17.46,20.62
1974,9,23,27,25.08,19.7,10.54,16.62,9.59,11.17,12.92,11,10.04,18.46,26.63
1974,9,24,15.96,16.04,11.58,7.54,11.29,7.58,10.25,9.17,8.83,8.33,14.5,18.38
1974,9,25,24.04,20.21,17.29,12,18.58,11.12,13,13.75,12.92,9.87,19.92,19.25
1974,9,26,8.5,7.21,7.33,2.37,4.29,2.88,8.04,2.88,5.17,3.88,6.42,13.21
1974,9,27,14.12,9.13,12.42,4.46,6.79,3.17,6.46,6.46,4.42,2.96,10.37,8.83
1974,9,28,15.92,16.71,10.92,5.83,11.21,6.46,8.38,9.79,7.17,6.46,17.08,10.92
1974,9,29,14.12,10.96,8.5,3.96,8.5,4,7.83,7.71,5.79,7.33,12.62,11.12
1974,9,30,5.09,3.33,7.08,1.58,1.79,1.5,7.46,4.54,3.63,4.83,7.5,13.59
1974,10,1,8.54,4.08,8.33,3.96,5.5,2,6.79,4.88,4.63,4.08,7.33,16.54
1974,10,2,19.95,14.21,15.96,9.08,12.83,8.08,13.92,11.38,10.75,11.21,17.16,25.75
1974,10,3,13.88,10.41,19.41,7.21,5.91,4.67,9.92,8.92,7.87,9.59,13.67,25.21
1974,10,4,16.46,13.17,15.87,7.75,10,7.33,10.17,9.75,8.08,11,15.71,23.67
1974,10,5,10.54,8.42,11.42,4.88,6.29,4.79,9.62,6.38,4.88,6.96,11.87,18
1974,10,6,19.41,18.79,11.67,6.96,17.83,8.5,13.29,13.54,10.71,8.58,22.63,19.25
1974,10,7,25.08,18.12,17.96,10.25,13.88,8.87,12.67,12.92,9.33,9.87,20,25.46
1974,10,8,13.33,9.21,13.5,5.54,8.38,5.21,9.33,7.62,5.63,6.04,13.37,17.12
1974,10,9,10.88,4.75,9.83,3,4.42,1.96,8.38,6.38,5.13,4.12,9.79,15.37
1974,10,10,13.08,9.92,13.17,5.5,8.83,4.04,10,7.62,6.46,7.41,12.5,20.83
1974,10,11,15.16,9.17,13.96,5.04,7.54,6.08,9.75,6.5,6.87,9.25,11.29,18.38
1974,10,12,9.67,3.33,10.54,2.67,5.75,2.17,8.33,5.46,4.21,3.42,9.08,10.5
1974,10,13,8.12,5.09,4.79,2.33,6.63,2.04,8.17,3.96,5.54,3.42,8.46,11.71
1974,10,14,4.17,7.38,2.71,0.46,6.04,1.96,4,5.29,3.75,3.42,10.25,9.71
1974,10,15,8.12,2.71,3.79,2,2.67,0.79,3.37,1.29,1.08,1.04,3.37,5.37
1974,10,16,9.38,8.33,3.88,2.08,6.79,2.29,5.41,5.83,3.58,2.54,10.5,10.83
1974,10,17,14.79,9.67,10.71,4.21,8.96,5.04,7.87,9.21,6.75,6.79,13.67,16
1974,10,18,19.41,16.33,14.58,8.08,16.33,7.96,14.37,9.46,11.21,8.71,14.92,19.21
1974,10,19,13.21,13.08,7.08,5.83,11,5.29,11.71,8.21,7.92,5.29,15.96,19.46
1974,10,20,23.79,17.75,13.92,11.75,17.62,10.25,15.59,14.09,11.67,8.5,20.5,26.34
1974,10,21,16.29,11.75,14.62,9.38,8.96,6.46,11.87,8.21,7.87,6.87,14.92,21.59
1974,10,22,16.92,12.79,14.88,6.96,9.79,6.34,10.96,8.12,7.83,8.5,15.75,23.58
1974,10,23,10.08,8.08,13.33,4.88,5.71,3.5,8.87,5.41,6.04,7.29,8.75,16.29
1974,10,24,8.04,8.33,6.17,3.21,8.5,4.25,10.79,6.42,8.08,6.08,12.5,20.58
1974,10,25,13.96,8.71,7.87,7.17,11.08,6.71,13.67,11.71,10.71,7.12,13.79,18.08
1974,10,26,16.04,11.34,9.33,8.29,14.83,8.58,15.59,12.08,12.21,10.29,15.5,23.21
1974,10,27,26.5,17.33,15.34,15.75,19.92,14.12,22.29,18.66,15.87,20.88,22.46,36.63
1974,10,28,19.5,18.75,17.21,12.96,14,9.46,15.92,13.59,12.87,12.79,18.96,31.91
1974,10,29,16.38,12.71,19.12,8.92,10.67,7.33,13.13,8.67,9.54,9.25,12.33,24.25
1974,10,30,12.83,5.46,12.29,5.58,7.92,5.88,11.42,7.58,7.67,6.96,9.04,15.34
1974,10,31,9.25,6.79,7.67,3.88,6.54,4.21,8.54,6.29,6.29,4.67,8.38,8.96
1974,11,1,10.63,11.29,7.54,2.92,6.83,3.42,6.92,8.58,6.42,5.54,11.21,12.12
1974,11,2,14.17,12.87,13.21,5.29,11.67,7.12,9.21,10.63,10.25,11,15.46,17.37
1974,11,3,19.95,15.04,14.09,11.12,16.17,9.38,12.71,10.41,11.21,8.38,12.54,12.75
1974,11,4,6.63,3.92,10.96,2.46,2.67,1.04,5.96,3.67,2.58,2.17,7.21,8.29
1974,11,5,9.59,13.37,8.96,3.71,9.92,5.41,6.79,9.54,7.83,6.25,15.96,18.54
1974,11,6,8.46,4.63,12.17,2.83,5.58,1.13,5.41,2.33,5.17,1.63,1.96,6.34
1974,11,7,10.41,11.46,7.83,3.42,8.83,5.33,5.33,10.46,7.5,6,14.37,17.75
1974,11,8,13.59,12.58,12.21,6.42,10.41,6.67,11.21,9.83,10.58,8.83,12.96,17.25
1974,11,9,18.29,17.29,16.62,10,18.34,11.92,20.04,17.67,16.79,15.75,25.29,34.96
1974,11,10,22.71,21.87,20.17,12.33,20.38,11.75,19.25,18.16,15.46,15.63,24.96,27.54
1974,11,11,14.58,19.21,10.58,8,14.5,9.62,20.21,13,14,13.29,20.08,31.54
1974,11,12,13.54,13.54,9.67,4.21,11.08,5.41,11.75,7.83,8.79,6.83,10.79,19.21
1974,11,13,27.58,22.25,21.92,13.92,17.37,12.12,12.79,12.33,13.88,10.17,11.08,16.5
1974,11,14,22.63,18.66,24.37,13.92,20.04,13.25,19.08,9.87,18.25,14.29,8.79,17.29
