Viol Location,Offense,Speed Limit,Officer Name,Vio Date,Vio Time,Original Bal
6600     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/17/2013,12:59:00 PM,194.1
1700   NWLOOP 410 WBML,SPEEDING  83 MPH in a  65 MPH zone,65,"DAVILA, J",11/17/2013,12:25:00 AM,219.1
6600     WEST                                                                                                AV,SPEEDING  46 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/17/2013,12:22:00 PM,184.1
2200   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"SINGLETON, R.",11/17/2013,10:18:00 PM,189.1
1900   NWMILITARY                                                                                            HY,SPEEDING  52 MPH in a  35 MPH zone,35,"REEVES, G",11/17/2013,1:52:00 AM,214.1
6600     WEST                                                                                                AV,SPEEDING  56 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/17/2013,1:17:00 PM,234.1
2100   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"SINGLETON, R.",11/16/2013,6:51:00 PM,369.33
1800   NWMILITARY                                                                                            HY,SPEEDING  51 MPH in a  35 MPH zone,35,"ANDERSON, C.",11/16/2013,3:12:00 PM,209.1
1700   NWLOOP 410 EBML,SPEEDING  93 MPH in a  65 MPH zone,65,"ANDERSON, C.",11/16/2013,2:54:00 PM,269.1
1900   NWMILITARY                                                                                            HY,SPEEDING  55 MPH in a  35 MPH zone,35,"DAVILA, J",11/16/2013,12:43:00 AM,401.83
1400   NWLOOP 410 EBML,SPEEDING  80 MPH in a  65 MPH zone,65,"REEVES, G",11/16/2013,1:34:00 AM,284.1
6400     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"MUNOZ, R.",11/15/2013,2:45:00 AM,204.1
2100   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"FAWCETT, DAVID",11/15/2013,2:43:00 AM,356.33
6900     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  41 MPH in a  35 MP,35,"BONNETTE, L.",11/14/2013,8:14:00 AM,229.1
6400     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"BONNETTE, L.",11/14/2013,12:11:00 PM,385.6
6400     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/14/2013,1:24:00 PM,194.1
1900   NWLOOP 410 EBML,SPEEDING  75 MPH in a  65 MPH zone,65,"DAVILA, J",11/13/2013,8:55:00 PM,179.1
6800     WEST                                                                                                AV,SPEEDING  35 MPH in a  20 MPH zone,20,"GARZA, R.",11/13/2013,2:27:00 PM,204.1
6800     WEST                                                                                                AV,SPEEDING  35 MPH in a  20 MPH zone,20,"GARZA, R.",11/13/2013,2:05:00 PM,239.1
1900   NWLOOP 410 WBML,SPEEDING  83 MPH in a  65 MPH zone,65,"DAVILA, J",11/13/2013,12:15:00 AM,388.83
6700     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/13/2013,12:11:00 PM,199.1
6400     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"GARZA, R.",11/13/2013,11:51:00 AM,194.1
1800   NWLOOP 410 WBML,SPEEDING  78 MPH in a  65 MPH zone,65,"DAVILA, J",11/13/2013,1:13:00 AM,194.1
2200   NWMILITARY                                                                                            HY,SPEEDING  60 MPH in a  35 MPH zone,35,"REGALADO, J.",11/12/2013,5:43:00 PM,254.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  45 MPH in a  20 MP,20,"ZUNIGA, E.",11/12/2013,2:34:00 PM,409.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  34 MPH in a  20 MP,20,"ZUNIGA, E.",11/12/2013,2:27:00 PM,249.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  35 MPH in a  20 MP,20,"ZUNIGA, E.",11/12/2013,2:16:00 PM,411.6
6400     WEST                                                                                                AV,SPEEDING  49 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/12/2013,11:46:00 AM,279.1
6400     WEST                                                                                                AV,SPEEDING  53 MPH in a  35 MPH zone,35,"GARZA, R.",11/12/2013,1:14:00 PM,229.1
2299   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"SINGLETON, R.",11/11/2013,8:47:00 PM,194.1
2277   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"SINGLETON, R.",11/11/2013,8:13:00 PM,204.1
1900   NWLOOP 410 WBML,SPEEDING  87 MPH in a  65 MPH zone,65,"DAVILA, J",11/11/2013,2:56:00 AM,319.1
6400     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/11/2013,12:38:00 PM,194.1
2200   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/11/2013,12:17:00 PM,349.83
6400     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/11/2013,11:28:00 AM,369.7
1700   NWMILITARY                                                                                            HY,SPEEDING  77 MPH in a  65 MPH zone,65,"DAVILA, J",11/11/2013,1:27:00 AM,349.83
6400     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/11/2013,1:25:00 PM,194.1
6400     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/11/2013,1:13:00 PM,189.1
1800   NWLOOP 410 EBML,SPEEDING  76 MPH in a  65 MPH zone,65,"ZUNIGA, E.",11/10/2013,4:40:00 PM,343.33
2267   NWMILITARY                                                                                            HY,SPEEDING  51 MPH in a  35 MPH zone,35,"SINGLETON, R.",11/10/2013,3:32:00 PM,219.1
2000   NWMILITARY                                                                                            HY,SPEEDING  57 MPH in a  35 MPH zone,35,"REEVES, G",11/10/2013,2:49:00 AM,239.1
2100   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"REEVES, G",11/10/2013,1:55:00 AM,369.33
2200   NWMILITARY                                                                                            HY,SPEEDING  49 MPH in a  35 MPH zone,35,"ANDERSON, C.",11/10/2013,1:11:00 AM,199.1
1700   NWLOOP 410 WBML,SPEEDING  83 MPH in a  65 MPH zone,65,"ANDERSON, C.",11/9/2013,9:59:00 PM,219.1
6700     WEST                                                                                                AV,SPEEDING  51 MPH in a  35 MPH zone,35,"SINGLETON, R.",11/9/2013,5:30:00 PM,209.1
6700     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"SINGLETON, R.",11/9/2013,5:12:00 PM,189.1
2100   NWMILITARY                                                                                            HY,SPEEDING  51 MPH in a  35 MPH zone,35,"ANDERSON, C.",11/9/2013,4:04:00 PM,219.1
2200   NWMILITARY                                                                                            HY,SPEEDING  46 MPH in a  35 MPH zone,35,"ANDERSON, C.",11/9/2013,11:43:00 PM,184.1
1700   NWLOOP 410 WBML,SPEEDING  75 MPH in a  65 MPH zone,65,"SINGLETON, R.",11/9/2013,10:08:00 PM,179.1
6400     WEST                                                                                                AV,SPEEDING  39 MPH in a  20 MPH zone,20,"GARZA, R.",11/8/2013,2:17:00 PM,249.1
6400     WEST                                                                                                AV,SPEEDING  40 MPH in a  20 MPH zone,20,"GARZA, R.",11/8/2013,2:04:00 PM,254.1
1100   NWLOOP 410 EBFR,SPEEDING  60 MPH in a  45 MPH zone,45,"REEVES, G",11/8/2013,2:03:00 AM,204.1
2200   NWMILITARY                                                                                            HY,SPEEDING  49 MPH in a  35 MPH zone,35,"GARZA, R.",11/8/2013,12:54:00 PM,199.1
2200   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"GARZA, R.",11/8/2013,12:42:00 PM,
6400     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"GARZA, R.",11/8/2013,12:29:00 PM,204.1
1700   NWLOOP 410 EBML,SPEEDING  80 MPH in a  65 MPH zone,65,"ANDERSON, C.",11/8/2013,10:10:00 PM,214.1
6400     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"GARZA, R.",11/8/2013,1:17:00 PM,360.6
2100   NWMILITARY                                                                                            HY,SPEEDING  57 MPH in a  35 MPH zone,35,"SPEARS, D.",11/7/2013,2:48:00 AM,414.83
6700     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/7/2013,1:32:00 PM,194.1
6600     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/6/2013,2:21:00 PM,189.1
1700   NWLOOP 410 WBML,SPEEDING  90 MPH in a  65 MPH zone,65,"DAVILA, J",11/6/2013,2:11:00 AM,254.1
1600   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/6/2013,12:47:00 PM,194.1
1600   NWMILITARY                                                                                            HY,SPEEDING  46 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/6/2013,11:43:00 AM,184.1
2200   NWMILITARY                                                                                            HY,SPEEDING  51 MPH in a  35 MPH zone,35,"REGALADO, J.",11/5/2013,5:21:00 PM,209.1
6400     WEST                                                                                                AV,SPEEDING  41 MPH in a  20 MPH zone,20,"REGALADO, J.",11/5/2013,3:24:00 PM,416.6
2200   NWMILITARY                                                                                            HY,SPEEDING  52 MPH in a  35 MPH zone,35,"FAWCETT, DAVID",11/5/2013,2:27:00 PM,214.1
6800     WEST                                                                                                AV,SPEEDING  46 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/5/2013,12:06:00 PM,343.33
1900   NWLOOP 410 WBML,SPEEDING  80 MPH in a  65 MPH zone,65,"DAVILA, J",11/5/2013,11:37:00 PM,214.1
1700   NWLOOP 410 WBML,SPEEDING  90 MPH in a  65 MPH zone,65,"DAVILA, J",11/5/2013,1:34:00 AM,434.33
1100   NWLOOP 410 EBFR,SPEEDING  72 MPH in a  45 MPH zone,45,"REEVES, G",11/4/2013,12:16:00 AM,344.1
6200     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"REEVES, G",11/4/2013,11:28:00 PM,194.1
1800   NWMILITARY                                                                                            HY,SPEEDING  51 MPH in a  35 MPH zone,35,"DAVILA, J",11/4/2013,11:22:00 PM,219.1
1700   NWMILITARY                                                                                            HY,SPEEDING  49 MPH in a  35 MPH zone,35,"ZUNIGA, E.",11/4/2013,1:45:00 PM,279.1
2000   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"ANDERSON, C.",11/3/2013,5:09:00 PM,189.1
1700   NWLOOP 410 EBML,SPEEDING  80 MPH in a  65 MPH zone,65,"ANDERSON, C.",11/2/2013,8:20:00 AM,229.1
1900   NWMILITARY                                                                                            HY,SPEEDING  49 MPH in a  35 MPH zone,35,"BONNETTE, L.",11/2/2013,5:54:00 PM,199.1
1600   NWLOOP 410 EBML,SPEEDING  86 MPH in a  65 MPH zone,65,"REEVES, G",11/2/2013,11:22:00 PM,244.1
2200   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"HERNANDEZ, R.",11/1/2013,9:23:00 AM,382.33
2200   NWMILITARY                                                                                            HY,SPEEDING  51 MPH in a  35 MPH zone,35,"REEVES, G",11/1/2013,8:51:00 PM,219.1
1100   NWLOOP 410 EBFR,SPEEDING  61 MPH in a  45 MPH zone,45,"REEVES, G",11/1/2013,3:57:00 AM,209.1
6900     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  30 MPH in a  20 MP,20,"ANDERSON, C.",11/1/2013,2:53:00 PM,334.1
6800     WEST                                                                                                AV,SPEEDING  33 MPH in a  20 MPH zone,20,"GARZA, R.",11/1/2013,2:17:00 PM,229.1
2200   NWMILITARY                                                                                            HY,SPEEDING  55 MPH in a  35 MPH zone,35,"REGALADO, J.",11/1/2013,10:02:00 AM,239.1
6400     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"TURNER, P.",10/31/2013,9:28:00 AM,269.1
2200   NWMILITARY                                                                                            HY,SPEEDING  49 MPH in a  35 MPH zone,35,"TURNER, P.",10/31/2013,8:47:00 AM,380.6
2200   NWMILITARY                                                                                            HY,SPEEDING  51 MPH in a  35 MPH zone,35,"REGALADO, J.",10/31/2013,5:35:00 PM,209.1
2200   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"REGALADO, J.",10/31/2013,5:20:00 PM,434.33
2200   NWMILITARY                                                                                            HY,SPEEDING  51 MPH in a  35 MPH zone,35,"SINGLETON, R.",10/31/2013,5:18:00 PM,209.1
6200     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"REGALADO, J.",10/31/2013,4:50:00 PM,199.1
2000   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"REGALADO, J.",10/31/2013,4:18:00 PM,194.1
6400     WEST                                                                                                AV,SPEEDING  37 MPH in a  20 MPH zone,20,"TURNER, P.",10/31/2013,2:41:00 PM,239.1
1600   NWMILITARY                                                                                            HY,SPEEDING  58 MPH in a  35 MPH zone,35,"REEVES, G",10/31/2013,11:33:00 PM,254.1
6400     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"TURNER, P.",10/31/2013,11:02:00 AM,204.1
2200   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"TURNER, P.",10/31/2013,10:46:00 AM,369.33
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  33 MPH in a  20 MP,20,"ZUNIGA, E.",10/30/2013,3:27:00 PM,244.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  42 MPH in a  20 MP,20,"ZUNIGA, E.",10/30/2013,2:14:00 PM,289.1
1900   NWLOOP 410 EBML,SPEEDING  90 MPH in a  65 MPH zone,65,"REGALADO, J.",10/30/2013,2:11:00 PM,279.1
1900   NWLOOP 410 EBML,SPEEDING  90 MPH in a  65 MPH zone,65,"REGALADO, J.",10/30/2013,2:07:00 PM,254.1
2200   NWMILITARY                                                                                            HY,SPEEDING  54 MPH in a  35 MPH zone,35,"DAVILA, J",10/30/2013,12:34:00 AM,304.1
2200   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/30/2013,11:58:00 AM,214.1
2100   NWLOOP 410 WBML,SPEEDING  77 MPH in a  65 MPH zone,65,"REGALADO, J.",10/30/2013,11:56:00 AM,199.1
6700     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/30/2013,1:48:00 PM,310.83
6200     WEST                                                                                                AV,SPEEDING  53 MPH in a  35 MPH zone,35,"ANDERSON, C.",10/29/2013,7:59:00 PM,219.1
6400     WEST                                                                                                AV,SPEEDING  46 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/29/2013,6:35:00 PM,184.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  33 MPH in a  20 MP,20,"ZUNIGA, E.",10/29/2013,2:24:00 PM,254.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  37 MPH in a  20 MP,20,"ZUNIGA, E.",10/29/2013,2:06:00 PM,264.1
1700   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/29/2013,12:17:00 PM,274.1
6400   NWMILITARY                                                                                            HY,SPEEDING  53 MPH in a  35 MPH zone,35,"GARZA, R.",10/29/2013,11:59:00 AM,299.1
2200   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"GARZA, R.",10/29/2013,11:42:00 AM,204.1
6200     WEST                                                                                                AV,SPEEDING  49 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/29/2013,1:49:00 PM,209.1
1600   NWMILITARY                                                                                            HY,SPEEDING  45 MPH in a  35 MPH zone,35,"REEVES, G",10/29/2013,1:29:00 AM,259.1
1600   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/29/2013,1:07:00 PM,274.1
2299   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"SINGLETON, R.",10/28/2013,4:10:00 PM,204.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  36 MPH in a  20 MP,20,"SINGLETON, R.",10/28/2013,3:33:00 PM,259.1
6900     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  33 MPH in a  20 MP,20,"ANDERSON, C.",10/28/2013,3:31:00 PM,244.1
6600     WEST                                                                                                AV,SPEEDING  52 MPH in a  35 MPH zone,35,"SINGLETON, R.",10/27/2013,9:15:00 PM,214.1
1700   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"SINGLETON, R.",10/27/2013,8:27:00 PM,204.1
2200   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"SINGLETON, R.",10/27/2013,7:48:00 PM,194.1
1500   NWLOOP 410 WBML,SPEEDING  79 MPH in a  65 MPH zone,65,"ANDERSON, C.",10/26/2013,3:27:00 PM,209.1
1100   NWLOOP 410 EBFR,SPEEDING  55 MPH in a  45 MPH zone,45,"REEVES, G",10/26/2013,11:55:00 PM,179.1
2200   NWMILITARY                                                                                            HY,SPEEDING  51 MPH in a  35 MPH zone,35,"ANDERSON, C.",10/25/2013,6:08:00 PM,375.83
2200   NWMILITARY                                                                                            HY,SPEEDING  58 MPH in a  35 MPH zone,35,"ANDERSON, C.",10/25/2013,4:21:00 PM,254.1
2200   NWMILITARY                                                                                            HY,SPEEDING  51 MPH in a  35 MPH zone,35,"FAWCETT, DAVID",10/24/2013,9:10:00 PM,289.1
2200   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"FAWCETT, DAVID",10/24/2013,6:06:00 PM,204.1
2200   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"GARZA, R.",10/24/2013,11:32:00 AM,204.1
6400     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/24/2013,10:57:00 AM,189.1
2200   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"GARZA, R.",10/24/2013,1:40:00 PM,214.1
2200     MILITARY,SPEEDING  55 MPH in a  35 MPH zone,35,"FAWCETT, DAVID",10/23/2013,6:19:00 PM,229.1
2200   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"FAWCETT, DAVID",10/23/2013,5:25:00 PM,204.1
1700   NWLOOP 410 WBML,SPEEDING  85 MPH in a  65 MPH zone,65,"DAVILA, J",10/23/2013,2:35:00 AM,384.1
6800     WEST                                                                                                AV,SPEEDING  69 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/23/2013,2:02:00 PM,299.1
6800     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/23/2013,11:31:00 AM,199.1
2100   NWMILITARY                                                                                            HY,SPEEDING  46 MPH in a  35 MPH zone,35,"GARZA, R.",10/23/2013,1:34:00 PM,184.1
2200   NWMILITARY                                                                                            HY,SPEEDING  54 MPH in a  35 MPH zone,35,"FAWCETT, DAVID",10/22/2013,5:24:00 PM,224.1
1900   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"FAWCETT, DAVID",10/22/2013,5:17:00 PM,189.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  33 MPH in a  20 MP,20,"WAGGONER, W.",10/22/2013,3:34:00 PM,244.1
2100   NWMILITARY                                                                                            HY,SPEEDING  58 MPH in a  35 MPH zone,35,"ANDERSON, C.",10/22/2013,3:19:00 PM,244.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  32 MPH in a  20 MP,20,"WAGGONER, W.",10/22/2013,3:14:00 PM,319.1
6700     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/22/2013,12:36:00 PM,274.1
1800   NWMILITARY                                                                                            HY,SPEEDING  49 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/22/2013,1:48:00 PM,289.1
2200   NWMILITARY                                                                                            HY,SPEEDING  51 MPH in a  35 MPH zone,35,"WAGGONER, W.",10/22/2013,1:03:00 PM,209.1
2100   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/21/2013,8:24:00 PM,356.33
1600   NWMILITARY                                                                                            HY,SPEEDING  56 MPH in a  35 MPH zone,35,"BONNETTE, L.",10/20/2013,7:13:00 AM,314.1
0001900NW MILITARY,SPEEDING  53 MPH in a  35 MPH zone,35,"BONNETTE, L.",10/20/2013,1:42:00 PM,219.1
6400     WEST                                                                                                AV,SPEEDING  51 MPH in a  35 MPH zone,35,"SINGLETON, R.",10/19/2013,9:45:00 PM,289.1
2241   NWMILITARY                                                                                            HY,SPEEDING  57 MPH in a  35 MPH zone,35,"SINGLETON, R.",10/19/2013,7:31:00 PM,354.1
1900   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"SINGLETON, R.",10/19/2013,4:22:00 PM,194.1
1900   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"BONNETTE, L.",10/19/2013,10:27:00 AM,204.1
6500     WEST                                                                                                AV,SPEEDING  53 MPH in a  35 MPH zone,35,"BONNETTE, L.",10/18/2013,9:03:00 AM,219.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  41 MPH in a  20 MP,20,"BONNETTE, L.",10/18/2013,7:08:00 AM,284.1
6600     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"GARZA, R.",10/18/2013,12:56:00 PM,189.1
6400     WEST                                                                                                AV,SPEEDING  52 MPH in a  35 MPH zone,35,"GARZA, R.",10/18/2013,12:30:00 PM,214.1
1700   NWMILITARY                                                                                            HY,SPEEDING  45 MPH in a  35 MPH zone,35,"REEVES, G",10/18/2013,12:03:00 AM,336.83
6400     WEST                                                                                                AV,SPEEDING  53 MPH in a  35 MPH zone,35,"GARZA, R.",10/18/2013,12:01:00 PM,388.83
1900   NWMILITARY                                                                                            HY,SPEEDING  49 MPH in a  35 MPH zone,35,"WAGGONER, W.",10/17/2013,5:23:00 PM,199.1
6500     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"WAGGONER, W.",10/17/2013,4:53:00 PM,194.1
2200   NWMILITARY                                                                                            HY,SPEEDING  51 MPH in a  35 MPH zone,35,"WAGGONER, W.",10/17/2013,4:31:00 PM,209.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  37 MPH in a  20 MP,20,"WAGGONER, W.",10/17/2013,3:28:00 PM,264.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  41 MPH in a  20 MP,20,"WAGGONER, W.",10/17/2013,3:03:00 PM,294.1
1800   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/17/2013,12:32:00 PM,274.1
6400     WEST                                                                                                AV,SPEEDING  46 MPH in a  35 MPH zone,35,"GARZA, R.",10/17/2013,11:54:00 AM,343.33
1900   NWMILITARY                                                                                            HY,SPEEDING  52 MPH in a  35 MPH zone,35,"BONNETTE, L.",10/17/2013,10:03:00 AM,214.1
2000   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/17/2013,1:52:00 PM,194.1
1800   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/16/2013,8:17:00 PM,189.1
2200   NWMILITARY                                                                                            HY,SPEEDING  54 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/16/2013,8:04:00 PM,304.1
1800   NWMILITARY                                                                                            HY,SPEEDING  45 MPH in a  35 MPH zone,35,"GARZA, R.",10/16/2013,12:51:00 PM,179.1
2200   NWMILITARY                                                                                            HY,SPEEDING  52 MPH in a  35 MPH zone,35,"ANDERSON, C.",10/15/2013,4:53:00 PM,224.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  31 MPH in a  20 MP,20,"ANDERSON, C.",10/15/2013,3:18:00 PM,234.1
6900     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  40 MPH in a  20 MP,20,"ANDERSON, C.",10/15/2013,2:49:00 PM,359.1
6400     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/15/2013,1:13:00 PM,269.1
1900   NWLOOP 410 EBML,SPEEDING  78 MPH in a  65 MPH zone,65,"DAVILA, J",10/14/2013,2:44:00 AM,356.33
1700   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/14/2013,12:27:00 PM,194.1
2000   NWMILITARY                                                                                            HY,SPEEDING  49 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/14/2013,11:50:00 AM,362.83
1800   NWLOOP 410 WBML,SPEEDING  80 MPH in a  65 MPH zone,65,"DAVILA, J",10/14/2013,1:13:00 AM,204.1
6700     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",10/14/2013,1:07:00 PM,194.1
2100   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"BONNETTE, L.",10/13/2013,9:31:00 AM,214.1
1900   NWLOOP 410 EBML,SPEEDING  80 MPH in a  65 MPH zone,65,"DAVILA, J",10/13/2013,5:14:00 AM,369.33
6600     WEST                                                                                                AV,SPEEDING  55 MPH in a  35 MPH zone,35,"DAVILA, J",10/13/2013,12:55:00 AM,229.1
6400     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"BONNETTE, L.",10/13/2013,1:42:00 PM,97.1
8000     WEST                                                                                                AV,SPEEDING  52 MPH in a  35 MPH zone,35,"ANDERSON, C.",10/12/2013,3:47:00 PM,214.1
6400     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"GARZA, R.",10/12/2013,12:24:00 PM,274.1
6400     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"GARZA, R.",10/12/2013,11:48:00 AM,382.7
6800     WEST                                                                                                AV,SPEEDING  46 MPH in a  35 MPH zone,35,"GARZA, R.",10/12/2013,1:29:00 PM,184.1
2100   NWMILITARY                                                                                            HY,SPEEDING  45 MPH in a  25 MPH zone,25,"GARZA, R.",10/12/2013,1:19:00 PM,229.1
1900   NWMILITARY                                                                                            HY,SPEEDING  49 MPH in a  35 MPH zone,35,"TURNER, P.",10/11/2013,9:40:00 AM,199.1
2200   NWMILITARY                                                                                            HY,SPEEDING  61 MPH in a  35 MPH zone,35,"FAWCETT, DAVID",10/11/2013,6:20:00 AM,259.1
2100   NWLOOP 410 EBML,SPEEDING  75 MPH in a  65 MPH zone,65,"REEVES, G",10/11/2013,1:49:00 AM,189.1
1100   NWLOOP 410 EBFR,SPEEDING  62 MPH in a  45 MPH zone,45,"REEVES, G",10/10/2013,5:40:00 AM,214.1
1900   NWMILITARY                                                                                            HY,SPEEDING  51 MPH in a  35 MPH zone,35,"REEVES, G",10/10/2013,2:25:00 AM,289.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  41 MPH in a  20 MP,20,"ZUNIGA, E.",10/10/2013,2:10:00 PM,284.1
2200   NWMILITARY                                                                                            HY,SPEEDING  53 MPH in a  35 MPH zone,35,"TURNER, P.",10/9/2013,9:56:00 AM,219.1
